fecha,estacion,cluster_ward,altitud,nspei_12,cluster_label
1972-04-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1972-05-01,PUNTA COLES,3,25,0.09451660176330516,Cluster 3  (n = 4)
1972-06-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1972-07-01,PUNTA COLES,3,25,0.09451660176330516,Cluster 3  (n = 4)
1972-08-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1972-09-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1972-10-01,PUNTA COLES,3,25,-0.04720555828677284,Cluster 3  (n = 4)
1972-11-01,PUNTA COLES,3,25,0.04720555828677284,Cluster 3  (n = 4)
1972-12-01,PUNTA COLES,3,25,0.06953015878800285,Cluster 3  (n = 4)
1973-01-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1973-02-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1973-03-01,PUNTA COLES,3,25,-0.04720555828677284,Cluster 3  (n = 4)
1973-04-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1973-05-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1973-06-01,PUNTA COLES,3,25,0.09451660176330516,Cluster 3  (n = 4)
1973-07-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1973-08-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1973-09-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1973-10-01,PUNTA COLES,3,25,0.717782238973426,Cluster 3  (n = 4)
1973-11-01,PUNTA COLES,3,25,0.717782238973426,Cluster 3  (n = 4)
1973-12-01,PUNTA COLES,3,25,0.7320243060079776,Cluster 3  (n = 4)
1974-01-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1974-02-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1974-03-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1974-04-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1974-05-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1974-06-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1974-07-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1974-08-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1974-09-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1974-10-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1974-11-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1974-12-01,PUNTA COLES,3,25,-0.06953015878800285,Cluster 3  (n = 4)
1975-01-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1975-02-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1975-03-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1975-04-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-05-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-06-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-07-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-08-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-09-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1975-10-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1975-11-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1975-12-01,PUNTA COLES,3,25,0.8591751295958503,Cluster 3  (n = 4)
1976-01-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1976-02-01,PUNTA COLES,3,25,0.33656375477404327,Cluster 3  (n = 4)
1976-03-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1976-04-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1976-05-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1976-06-01,PUNTA COLES,3,25,-0.28702081091160575,Cluster 3  (n = 4)
1976-07-01,PUNTA COLES,3,25,-0.28702081091160575,Cluster 3  (n = 4)
1976-08-01,PUNTA COLES,3,25,-0.38694735723199297,Cluster 3  (n = 4)
1976-09-01,PUNTA COLES,3,25,-0.38694735723199297,Cluster 3  (n = 4)
1976-10-01,PUNTA COLES,3,25,-0.4909045258092303,Cluster 3  (n = 4)
1976-11-01,PUNTA COLES,3,25,-0.6004704164464106,Cluster 3  (n = 4)
1976-12-01,PUNTA COLES,3,25,-0.7320243060079773,Cluster 3  (n = 4)
1977-01-01,PUNTA COLES,3,25,-0.9897646711387672,Cluster 3  (n = 4)
1977-02-01,PUNTA COLES,3,25,-0.9897646711387672,Cluster 3  (n = 4)
1977-03-01,PUNTA COLES,3,25,-0.9897646711387672,Cluster 3  (n = 4)
1977-04-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1977-05-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1977-06-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-07-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-08-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-09-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-10-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-11-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1977-12-01,PUNTA COLES,3,25,-1.5079805799048591,Cluster 3  (n = 4)
1978-01-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-02-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-03-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-04-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-05-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1978-06-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-07-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-08-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1978-09-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1978-10-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1978-11-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1978-12-01,PUNTA COLES,3,25,-1.37699299883892,Cluster 3  (n = 4)
1979-01-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1979-02-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1979-03-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1979-04-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-05-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-06-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-07-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-08-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-09-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-10-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-11-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1979-12-01,PUNTA COLES,3,25,-1.89835246184904,Cluster 3  (n = 4)
1980-01-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1980-02-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1980-03-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1980-04-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1980-05-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1980-06-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1980-07-01,PUNTA COLES,3,25,-1.0699572445785401,Cluster 3  (n = 4)
1980-08-01,PUNTA COLES,3,25,-0.9897646711387672,Cluster 3  (n = 4)
1980-09-01,PUNTA COLES,3,25,-0.9154798822884135,Cluster 3  (n = 4)
1980-10-01,PUNTA COLES,3,25,-0.6004704164464106,Cluster 3  (n = 4)
1980-11-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1980-12-01,PUNTA COLES,3,25,-0.5606759319984411,Cluster 3  (n = 4)
1981-01-01,PUNTA COLES,3,25,-0.657993716658258,Cluster 3  (n = 4)
1981-02-01,PUNTA COLES,3,25,-0.657993716658258,Cluster 3  (n = 4)
1981-03-01,PUNTA COLES,3,25,-0.657993716658258,Cluster 3  (n = 4)
1981-04-01,PUNTA COLES,3,25,-0.8459325705724285,Cluster 3  (n = 4)
1981-05-01,PUNTA COLES,3,25,-0.9154798822884135,Cluster 3  (n = 4)
1981-06-01,PUNTA COLES,3,25,-1.0699572445785401,Cluster 3  (n = 4)
1981-07-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1981-08-01,PUNTA COLES,3,25,-1.0699572445785401,Cluster 3  (n = 4)
1981-09-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1981-10-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1981-11-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1981-12-01,PUNTA COLES,3,25,-1.1689488445314817,Cluster 3  (n = 4)
1982-01-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1982-02-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1982-03-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1982-04-01,PUNTA COLES,3,25,-1.0699572445785401,Cluster 3  (n = 4)
1982-05-01,PUNTA COLES,3,25,-1.0699572445785401,Cluster 3  (n = 4)
1982-06-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1982-07-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1982-08-01,PUNTA COLES,3,25,-1.255389637124535,Cluster 3  (n = 4)
1982-09-01,PUNTA COLES,3,25,-1.1576964043857545,Cluster 3  (n = 4)
1982-10-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1982-11-01,PUNTA COLES,3,25,-1.3668040054141497,Cluster 3  (n = 4)
1982-12-01,PUNTA COLES,3,25,-1.671593119811719,Cluster 3  (n = 4)
1983-01-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-02-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-03-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-04-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-05-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-06-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-07-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-08-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-09-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-10-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-11-01,PUNTA COLES,3,25,-2.306470845732896,Cluster 3  (n = 4)
1983-12-01,PUNTA COLES,3,25,-2.313507508804638,Cluster 3  (n = 4)
1984-01-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1984-02-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1984-03-01,PUNTA COLES,3,25,-1.890172152621728,Cluster 3  (n = 4)
1984-04-01,PUNTA COLES,3,25,-1.6626348924568937,Cluster 3  (n = 4)
1984-05-01,PUNTA COLES,3,25,-1.4983738577222923,Cluster 3  (n = 4)
1984-06-01,PUNTA COLES,3,25,-0.8459325705724285,Cluster 3  (n = 4)
1984-07-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1984-08-01,PUNTA COLES,3,25,-0.28702081091160575,Cluster 3  (n = 4)
1984-09-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1984-10-01,PUNTA COLES,3,25,0.04720555828677284,Cluster 3  (n = 4)
1984-11-01,PUNTA COLES,3,25,0.33656375477404327,Cluster 3  (n = 4)
1984-12-01,PUNTA COLES,3,25,0.25755810356582776,Cluster 3  (n = 4)
1985-01-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1985-02-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1985-03-01,PUNTA COLES,3,25,0.4909045258092305,Cluster 3  (n = 4)
1985-04-01,PUNTA COLES,3,25,0.4909045258092305,Cluster 3  (n = 4)
1985-05-01,PUNTA COLES,3,25,0.4909045258092305,Cluster 3  (n = 4)
1985-06-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1985-07-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1985-08-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1985-09-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1985-10-01,PUNTA COLES,3,25,0.2381729091538447,Cluster 3  (n = 4)
1985-11-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1985-12-01,PUNTA COLES,3,25,0.615743893957638,Cluster 3  (n = 4)
1986-01-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1986-02-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1986-03-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1986-04-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1986-05-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1986-06-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1986-07-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1986-08-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1986-09-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1986-10-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1986-11-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1986-12-01,PUNTA COLES,3,25,1.0817150640075637,Cluster 3  (n = 4)
1987-01-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1987-02-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1987-03-01,PUNTA COLES,3,25,0.717782238973426,Cluster 3  (n = 4)
1987-04-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1987-05-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1987-06-01,PUNTA COLES,3,25,0.4909045258092305,Cluster 3  (n = 4)
1987-07-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1987-08-01,PUNTA COLES,3,25,0.33656375477404327,Cluster 3  (n = 4)
1987-09-01,PUNTA COLES,3,25,0.2381729091538447,Cluster 3  (n = 4)
1987-10-01,PUNTA COLES,3,25,0.3869473572319933,Cluster 3  (n = 4)
1987-11-01,PUNTA COLES,3,25,0.4383334539748807,Cluster 3  (n = 4)
1987-12-01,PUNTA COLES,3,25,0.5072585863998598,Cluster 3  (n = 4)
1988-01-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1988-02-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1988-03-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1988-04-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1988-05-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1988-06-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1988-07-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1988-08-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1988-09-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1988-10-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1988-11-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1988-12-01,PUNTA COLES,3,25,1.2661222231916571,Cluster 3  (n = 4)
1989-01-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1989-02-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1989-03-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1989-04-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1989-05-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1989-06-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1989-07-01,PUNTA COLES,3,25,1.255389637124535,Cluster 3  (n = 4)
1989-08-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1989-09-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1989-10-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1989-11-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1989-12-01,PUNTA COLES,3,25,1.002019712278523,Cluster 3  (n = 4)
1990-01-01,PUNTA COLES,3,25,0.6004704164464107,Cluster 3  (n = 4)
1990-02-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1990-03-01,PUNTA COLES,3,25,0.6004704164464107,Cluster 3  (n = 4)
1990-04-01,PUNTA COLES,3,25,0.717782238973426,Cluster 3  (n = 4)
1990-05-01,PUNTA COLES,3,25,0.6004704164464107,Cluster 3  (n = 4)
1990-06-01,PUNTA COLES,3,25,0.6004704164464107,Cluster 3  (n = 4)
1990-07-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1990-08-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1990-09-01,PUNTA COLES,3,25,0.6004704164464107,Cluster 3  (n = 4)
1990-10-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1990-11-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1990-12-01,PUNTA COLES,3,25,0.7939941835850952,Cluster 3  (n = 4)
1991-01-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1991-02-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1991-03-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1991-04-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1991-05-01,PUNTA COLES,3,25,0.717782238973426,Cluster 3  (n = 4)
1991-06-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1991-07-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1991-08-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1991-09-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1991-10-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1991-11-01,PUNTA COLES,3,25,0.8459325705724291,Cluster 3  (n = 4)
1991-12-01,PUNTA COLES,3,25,0.9282286278785034,Cluster 3  (n = 4)
1992-01-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1992-02-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1992-03-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1992-04-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1992-05-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1992-06-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1992-07-01,PUNTA COLES,3,25,0.9897646711387679,Cluster 3  (n = 4)
1992-08-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1992-09-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1992-10-01,PUNTA COLES,3,25,0.5448693560956385,Cluster 3  (n = 4)
1992-11-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1992-12-01,PUNTA COLES,3,25,0.16282300134162467,Cluster 3  (n = 4)
1993-01-01,PUNTA COLES,3,25,0.04720555828677284,Cluster 3  (n = 4)
1993-02-01,PUNTA COLES,3,25,0.09451660176330516,Cluster 3  (n = 4)
1993-03-01,PUNTA COLES,3,25,0.18988711391725094,Cluster 3  (n = 4)
1993-04-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1993-05-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1993-06-01,PUNTA COLES,3,25,0,Cluster 3  (n = 4)
1993-07-01,PUNTA COLES,3,25,-0.04720555828677284,Cluster 3  (n = 4)
1993-08-01,PUNTA COLES,3,25,-0.14204027571019912,Cluster 3  (n = 4)
1993-09-01,PUNTA COLES,3,25,-0.18988711391725083,Cluster 3  (n = 4)
1993-10-01,PUNTA COLES,3,25,-0.14204027571019912,Cluster 3  (n = 4)
1993-11-01,PUNTA COLES,3,25,-0.09451660176330516,Cluster 3  (n = 4)
1993-12-01,PUNTA COLES,3,25,0.023160129025154217,Cluster 3  (n = 4)
1994-01-01,PUNTA COLES,3,25,-0.14204027571019912,Cluster 3  (n = 4)
1994-02-01,PUNTA COLES,3,25,-0.18988711391725083,Cluster 3  (n = 4)
1994-03-01,PUNTA COLES,3,25,-0.23817290915384484,Cluster 3  (n = 4)
1994-04-01,PUNTA COLES,3,25,-0.18988711391725083,Cluster 3  (n = 4)
1994-05-01,PUNTA COLES,3,25,-0.28702081091160575,Cluster 3  (n = 4)
1994-06-01,PUNTA COLES,3,25,-0.23817290915384484,Cluster 3  (n = 4)
1994-07-01,PUNTA COLES,3,25,-0.23817290915384484,Cluster 3  (n = 4)
1994-08-01,PUNTA COLES,3,25,-0.18988711391725083,Cluster 3  (n = 4)
1994-09-01,PUNTA COLES,3,25,-0.23817290915384484,Cluster 3  (n = 4)
1994-10-01,PUNTA COLES,3,25,-0.28702081091160575,Cluster 3  (n = 4)
1994-11-01,PUNTA COLES,3,25,-0.38694735723199297,Cluster 3  (n = 4)
1994-12-01,PUNTA COLES,3,25,-0.45525150902524014,Cluster 3  (n = 4)
1995-01-01,PUNTA COLES,3,25,-0.7177822389734257,Cluster 3  (n = 4)
1995-02-01,PUNTA COLES,3,25,-0.7802547122795102,Cluster 3  (n = 4)
1995-03-01,PUNTA COLES,3,25,-0.6004704164464106,Cluster 3  (n = 4)
1995-04-01,PUNTA COLES,3,25,-0.7177822389734257,Cluster 3  (n = 4)
1995-05-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1995-06-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1995-07-01,PUNTA COLES,3,25,-0.6004704164464106,Cluster 3  (n = 4)
1995-08-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1995-09-01,PUNTA COLES,3,25,-0.4909045258092303,Cluster 3  (n = 4)
1995-10-01,PUNTA COLES,3,25,-0.4383334539748805,Cluster 3  (n = 4)
1995-11-01,PUNTA COLES,3,25,-0.4383334539748805,Cluster 3  (n = 4)
1995-12-01,PUNTA COLES,3,25,-0.25755810356582765,Cluster 3  (n = 4)
1996-01-01,PUNTA COLES,3,25,0.14204027571019928,Cluster 3  (n = 4)
1996-02-01,PUNTA COLES,3,25,0.3869473572319933,Cluster 3  (n = 4)
1996-03-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1996-04-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1996-05-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1996-06-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1996-07-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1996-08-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1996-09-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1996-10-01,PUNTA COLES,3,25,1.157696404385755,Cluster 3  (n = 4)
1996-11-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1996-12-01,PUNTA COLES,3,25,1.1689488445314824,Cluster 3  (n = 4)
1997-01-01,PUNTA COLES,3,25,0.7802547122795106,Cluster 3  (n = 4)
1997-02-01,PUNTA COLES,3,25,0.2870208109116059,Cluster 3  (n = 4)
1997-03-01,PUNTA COLES,3,25,-0.18988711391725083,Cluster 3  (n = 4)
1997-04-01,PUNTA COLES,3,25,-0.3365637547740431,Cluster 3  (n = 4)
1997-05-01,PUNTA COLES,3,25,-0.38694735723199297,Cluster 3  (n = 4)
1997-06-01,PUNTA COLES,3,25,-0.4909045258092303,Cluster 3  (n = 4)
1997-07-01,PUNTA COLES,3,25,-0.7177822389734257,Cluster 3  (n = 4)
1997-08-01,PUNTA COLES,3,25,-0.7802547122795102,Cluster 3  (n = 4)
1997-09-01,PUNTA COLES,3,25,-0.8459325705724285,Cluster 3  (n = 4)
1997-10-01,PUNTA COLES,3,25,-0.7802547122795102,Cluster 3  (n = 4)
1997-11-01,PUNTA COLES,3,25,-0.7177822389734257,Cluster 3  (n = 4)
1997-12-01,PUNTA COLES,3,25,-0.6727463927271261,Cluster 3  (n = 4)
1998-01-01,PUNTA COLES,3,25,-0.5448693560956382,Cluster 3  (n = 4)
1998-02-01,PUNTA COLES,3,25,-0.4383334539748805,Cluster 3  (n = 4)
1998-03-01,PUNTA COLES,3,25,-0.3365637547740431,Cluster 3  (n = 4)
1998-04-01,PUNTA COLES,3,25,-0.04720555828677284,Cluster 3  (n = 4)
1998-05-01,PUNTA COLES,3,25,0.21396764404803015,Cluster 3  (n = 4)
1998-06-01,PUNTA COLES,3,25,0.6579937166582579,Cluster 3  (n = 4)
1998-07-01,PUNTA COLES,3,25,0.9154798822884138,Cluster 3  (n = 4)
1998-08-01,PUNTA COLES,3,25,1.0699572445785408,Cluster 3  (n = 4)
1998-09-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1998-10-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1998-11-01,PUNTA COLES,3,25,1.3668040054141501,Cluster 3  (n = 4)
1998-12-01,PUNTA COLES,3,25,1.5079805799048602,Cluster 3  (n = 4)
1999-01-01,PUNTA COLES,3,25,1.4983738577222923,Cluster 3  (n = 4)
1999-02-01,PUNTA COLES,3,25,1.6626348924568946,Cluster 3  (n = 4)
1999-03-01,PUNTA COLES,3,25,1.6626348924568946,Cluster 3  (n = 4)
